scientific_name,overwinteringStage,voltinism,diurnality,notes.x,onsetProblems,offsetProblems,overwintering.stage.y,voltinism.y,notes.y,WikiName,OrigSyn,Syn,validName
Oeneis melissa,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis melissa,Oeneis aeno Boisduval,Oeneis oeno,Oeneis melissa
Oeneis melissa,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis melissa,"Oeneis nigra (Edwards, 1894)",Oeneis,Oeneis melissa
Oeneis melissa,L,U,D,NA,NA,NA,NA,NA,NA,Oeneis melissa,"Oeneis daisetsuzana Matsumura, 1926",Oeneis daisetsuzana,Oeneis melissa
Polites sabuleti,P,F,D,NA,NA,NA,NA,NA,NA,Polites sabuleti,"Hesperia sabuleti Boisduval, 1852",Hesperia sabuleti,Polites sabuleti
Polites sabuleti,P,F,D,NA,NA,NA,NA,NA,NA,Polites sabuleti,Thymelicus chusca,Thymelicus,Polites sabuleti
Pyrgus communis,L,M,D,NA,NA,NA,L,M,,NA,NA,NA,Pyrgus communis
Carterocephalus palaemon,L,U,D,NA,NA,NA,L,U,,NA,NA,NA,Carterocephalus palaemon
Hypena scabra,,M,N,Fly year round in lower regions,NA,NA,NA,NA,NA,Hypena scabra,"Plathypena scabra (Fabricius, 1798)",Plathypena scabra,Hypena scabra
Hypena scabra,,M,N,Fly year round in lower regions,NA,NA,NA,NA,NA,Hypena scabra," Hypena erectalis Guenée, 1854",Hypena erectalis,Hypena scabra
Hypena scabra,,M,N,Fly year round in lower regions,NA,NA,NA,NA,NA,Hypena scabra," Hypena revoluta Walker, 1858",Hypena,Hypena scabra
Hypena scabra,,M,N,Fly year round in lower regions,NA,NA,NA,NA,NA,Hypena scabra," Hypena revoluta Walker, 1858 (preocc. Walker, 1858)",Hypena,Hypena scabra
Hypena scabra,,M,N,Fly year round in lower regions,NA,NA,NA,NA,NA,Hypena scabra," Hypena subrufalis Grote, 1872",Hypena,Hypena scabra
Elkalyce comyntas,,,D,,low latitude problems,,NA,NA,NA,NA,NA,NA,Elkalyce comyntas
Catocala semirelicta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala semirelicta,"Catocala atala Cassino, 1918",Catocala atala,Catocala semirelicta
Catocala semirelicta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala semirelicta," Catocala pura Hulst, 1880 110",Catocala pura,Catocala semirelicta
Catocala semirelicta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala semirelicta," Catocala pura f. nigra Eastman, 1916",Catocala pura nigra,Catocala semirelicta
Catocala semirelicta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala semirelicta," Catocala nevadensis Beutenmüller, 1907",Catocala nevadensis,Catocala semirelicta
Catocala semirelicta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala semirelicta, Catocala nevadensis var. montana ,Catocala nevadensis,Catocala semirelicta
Celastrina ladon,P,M,D,NA,NA,NA,P,M,,NA,NA,NA,Celastrina ladon
Lycaena phlaeas,M,F,D,NA,NA,NA,M,F,,NA,NA,NA,Lycaena phlaeas
Chorizagrotis auxiliaris,L,M,N,,N,,NA,NA,NA,NA,NA,NA,Chorizagrotis auxiliaris
Erynnis propertius,L,U,D,NA,NA,NA,NA,NA,NA,Erynnis propertius,"Nisoniades propertius Scudder & Burgess, 1870",Nisoniades propertius,Erynnis propertius
Erynnis propertius,L,U,D,NA,NA,NA,NA,NA,NA,Erynnis propertius,"Nisoniades tibullus Scudder & Burgess, 1870",Nisoniades tibullus,Erynnis propertius
Erynnis propertius,L,U,D,NA,NA,NA,NA,NA,NA,Erynnis propertius,"Thanaos propertius Lintner, 1881",Thanaos propertius,Erynnis propertius
Feltia jaculifera,L,M,N,NA,NA,NA,NA,NA,NA,Feltia jaculifera,Feltia ducens,Feltia ducens,Feltia jaculifera
Feltia jaculifera,L,M,N,NA,NA,NA,NA,NA,NA,Feltia jaculifera,"Feltia edentata J.B. Smith, 1902",Feltia edentata,Feltia jaculifera
Feltia jaculifera,L,M,N,NA,NA,NA,NA,NA,NA,Feltia jaculifera,"Feltia hudsoni J.B. Smith, 1903",Feltia hudsonii,Feltia jaculifera
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Noctua saucia Hübner, [1808]",Noctua saucia,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Noctua polygona Borkhausen, 1792 (preocc.)",Noctua polygona,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Noctua majuscula (Haworth, 1809)",Noctua majuscula,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Noctua margaritosa Haworth, 1809",Noctua margaritosa,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Noctua aequa Hübner, [1813]",Noctua aequa,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Noctua orophila Geyer, 1837",Noctua orophila,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis inermis Harris, 1841",Agrotis inermis,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Spaelotis stictica Blanchard, 1852",Spaelotis stictica,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Spaelotis infuscata (Blanchard, 1852)",Spaelotis infuscata,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis impacta Walker, [1857]",Agrotis impacta,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis intecta (Walker, [1857])",Agrotis intecta,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis ambrosioides Walker, 1857",Agrotis ambrosioides,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis angulifera (Wallengren, 1860)",Agrotis angulifera,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis ortonii Packard, 1869",Agrotis ortonii,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis nigrocosta Tutt, 1892",Agrotis nigrocosta,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis ochreacosta Tutt, 1892",Agrotis ochreacosta,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis rufa Tutt, 1892",Agrotis rufa,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis brunnea Tutt, 1892",Agrotis brunnea,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis philippsi Casparai, 1899",Agrotis philippsi,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis ochronota (Hampson, 1903)",Agrotis ochronota,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis cyrnaea Spuler, 1908",Agrotis cyrnaea,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis fuscobrunnea (Strand, 1915)",Agrotis fuscobrunnea,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis decolor Rebel, 1916",Agrotis decolor,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis tenebricosa Schawerda, 1929",Agrotis tenebricosa,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,"Agrotis juncta Lempke, 1962",Agrotis juncta,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,Agrotis saucia,Agrotis saucia,Peridroma saucia
Peridroma saucia,M,M,N,NA,NA,NA,NA,NA,NA,Peridroma saucia,Euxoa brunnea,Euxoa brunnea,Peridroma saucia
Plebejus idas,L,U,D,NA,NA,NA,NA,NA,NA,Plebejus idas,"Papilio idas Linnaeus, 1761",Papilio idas,Plebejus idas
Plebejus idas,L,U,D,NA,NA,NA,NA,NA,NA,Plebejus idas,"Lycaeides idas (Linnaeus, 1761)",Lycaeides idas,Plebejus idas
Plebejus idas,L,U,D,NA,NA,NA,NA,NA,NA,Plebejus idas,"Papilio argus Denis & Schiffermüller, 1775",Papilio argus,Plebejus idas
Plebejus idas,L,U,D,NA,NA,NA,NA,NA,NA,Plebejus idas,"Papilio leodorus Esper, 1782",Papilio leodorus,Plebejus idas
Plebejus idas,L,U,D,NA,NA,NA,NA,NA,NA,Plebejus idas,"Plebejus acdestis (Grum-Grhsimailo, 1890)",Plebejus agestis,Plebejus idas
Plebejus idas,L,U,D,NA,NA,NA,NA,NA,NA,Plebejus idas,"Lycaena argus armoricana Oberthür, 1910",Lycaena argus armoricana,Plebejus idas
Speyeria cybele,L,U,D,,N,,L,U,,NA,NA,NA,Speyeria cybele
Anthocharis cethura,P,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthocharis cethura
Catocala amatrix,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amatrix,"Noctua amatrix Hübner, [1813]",Noctua amatrix,Catocala amatrix
Catocala amatrix,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amatrix," Catocala nurus Walker, 1858",Catocala nurus,Catocala amatrix
Catocala amatrix,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amatrix," Catocala selecta Walker, 1858",Catocala selecta,Catocala amatrix
Catocala amatrix,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amatrix," Catocala editha W.H. Edwards, 1874",Catocala editha,Catocala amatrix
Catocala amatrix,E,U,N,NA,NA,NA,NA,NA,NA,Catocala amatrix, Catocala pallida ,Catocala pallida,Catocala amatrix
Nomophila nearctica,,M,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nomophila nearctica
Pieris rapae,P,M,D,,N,,P,M,,Pieris rapae,Papilio rapae,Papilio rapae,Pieris rapae
Pieris rapae,P,M,D,,N,,P,M,,Pieris rapae,Artogeia rapae,Artogeia rapae,Pieris rapae
Erynnis icelus,L,F,D,NA,NA,NA,NA,NA,NA,Erynnis icelus,"Nisoniades icelus Scudder & Burgess, 1870",Nisoniades icelus,Erynnis icelus
Erynnis icelus,L,F,D,NA,NA,NA,NA,NA,NA,Erynnis icelus,"Nisoniades icelus Lintner, 1872",Nisoniades icelus,Erynnis icelus
Erynnis icelus,L,F,D,NA,NA,NA,NA,NA,NA,Erynnis icelus,"Nisoniades bautista Plötz, 1884",Nisoniades bautista,Erynnis icelus
Erynnis icelus,L,F,D,NA,NA,NA,NA,NA,NA,Erynnis icelus,"Nisoniades hamamaelidis Scudder, 1889",Nisoniades hamamaelidis,Erynnis icelus
Erynnis icelus,L,F,D,NA,NA,NA,NA,NA,NA,Erynnis icelus,"Thanaos icelus (Scudder & Burgess, 1870) ",Thanaos icelus,Erynnis icelus
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis tessellata Harris, 1841",Agrotis tessellata,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Mamestra insulsa Walker, 1856",Mamestra insulsa,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis insignata Walker, [1857]",Agrotis insignata,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis perlentans Walker, [1857]",Agrotis,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis maizi (Fitch, 1864)",Agrotis maizi,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis atropurpurea Grote, 1877",Agrostis atropurpurea syn,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis tesselloides Grote, 1882",Agrotis teaaelloides,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis finis Smith, 1888",Agrotis finis,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Agrotis remota Smith, 1890",Agrotis remota,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades flaviscapula Smith, 1900",Carneades flaviscapula,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades noctuiformis Smith, 1900",Carneades noctuiformis,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades neotelis Smith, 1900",Carneades neotelis,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades atrofusca Smith, 1900",Carneades atrofusca,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades objurgata Smith, 1900",Carneades objurgata,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades cariosus Smith, 1900",Carneades cariosus,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades nordica Smith, 1900",Carneades nordica,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades caesia Smith, 1900",Carneades,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades acutifrons Smith, 1900",Carneades acutifrons,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Carneades laminis Smith, 1900",Carneades,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Euxoa marinensis McDunnough, 1941",Euxoa marinensis,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Euxoa caesia Smith, 1900",Euxoa caesia,Euxoa tessellata
Euxoa tessellata,,,N,NA,NA,NA,NA,NA,NA,Euxoa tessellata,"Euxoa cariosa Smith, 1900",Euxoa cariosa,Euxoa tessellata
Parnassius clodius,E,U,D,NA,NA,NA,E,U,,NA,NA,NA,Parnassius clodius
Polites peckius,P,M,D,,N,,NA,NA,NA,NA,NA,NA,Polites peckius
Speyeria callippe,L,U,D,NA,NA,NA,NA,NA,NA,Speyeria callippe,"Argynnis callippe Boisduval, 1852[1]",Argynnis callippe,Speyeria callippe
Anthocharis midea,P,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthocharis midea
Anthocharis sara,P,F,D,2nd partial flight on California coast,N,,P,M,,NA,NA,NA,Anthocharis sara
Chlosyne harrisii,L,U,D,NA,NA,NA,L,U,,NA,NA,NA,Chlosyne harrisii
Colias nastes,L,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colias nastes
Euchloe ausonides,P,F,D,,N,,P,M,,NA,NA,NA,Euchloe ausonides
Hylephila phyleus,L,M,D,NA,NA,NA,L,M,,NA,NA,NA,Hylephila phyleus
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Phalaena cunea Drury, 1773",Phalaena cunea,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Phalaena liturata Goeze, 1781",Phalaena liturata,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Phalaena punctatissima Smith, 1797",Phalaena punctatissima,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Cycnia budea Hübner, 1823",Cycnia budea,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Arctia textor Harris, 1823",Arctia textor,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Hyphantria textor Harris, 1841",Hyphantria textor,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Spilosoma mutans Walker, 1856",Spilosoma,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Hyphantria punctata Fitch, 1857",Hyphantria punctata,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Hyphantria pallida Packard, 1864",Hyphantria pallida,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Spilosoma candida Walker, [1865]",Spilosoma,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Hyphantria suffusa Strecker, 1900",Hyphantria suffusa,Hyphantria cunea
Hyphantria cunea,P,M,N,NA,NA,NA,NA,NA,NA,Hyphantria cunea,"Hyphantria brunnea Strecker, 1900",Hyphantria brunnea,Hyphantria cunea
Phyciodes tharos,L,M,D,,N,,L,M,,NA,NA,NA,Phyciodes tharos
Polites themistocles,P,F,D,,N,,NA,NA,NA,NA,NA,NA,Polites themistocles
Pyrisitia lisa,A,F,D,,Y,,NA,NA,NA,Eurema lisa,Pyrisitia lisa Boisduval & LeConte 1830),Pyrisitia lisa,Eurema lisa
Pyrisitia lisa,A,F,D,,Y,,NA,NA,NA,Eurema lisa,Xanthidia lisa (Boisduval & LeConte 1829),Xanthidia lisa,Eurema lisa
Pyrisitia lisa,A,F,D,,Y,,NA,NA,NA,Eurema lisa,Eurema lisa,Eurema lisa,Eurema lisa
Strymon melinus,P,M,D,,N,,P,M,,Strymon melinus,Thecla melinus[2],Thecla melinus,Strymon melinus
Thorybes pylades,L,F,D,NA,NA,NA,L,F,,NA,NA,NA,Thorybes pylades
Agrotis vancouverensis,,,N,NA,NA,NA,NA,NA,NA,Agrotis vancouverensis,Agrotis agilis ,Agrotis agilis,Agrotis vancouverensis
Agrotis vancouverensis,,,N,NA,NA,NA,NA,NA,NA,Agrotis vancouverensis, Agrotis hortulana ,Agrotis hortulana,Agrotis vancouverensis
Agrotis vancouverensis,,,N,NA,NA,NA,NA,NA,NA,Agrotis vancouverensis," Agrotis aeneipennis Grote, 1876",Agrotis aeneipennis,Agrotis vancouverensis
Agrotis vancouverensis,,,N,NA,NA,NA,NA,NA,NA,Agrotis vancouverensis," Agrotis atha Strecker, 1898",Agrotis atha,Agrotis vancouverensis
Catocala palaeogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala palaeogama,Catabapta paleogama,Catabapta,Catocala palaeogama
Catocala palaeogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala palaeogama,"Catocala annida Fager, 1882",Catocala albida,Catocala palaeogama
Catocala palaeogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala palaeogama,"Catocala snowiana Grote, 1876",Catocala snowiana,Catocala palaeogama
Catocala palaeogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala palaeogama,Catocala neogama snoviana,Catocala neogama,Catocala palaeogama
Catocala palaeogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala palaeogama,Catocala palaeogama annida,Catocala palaeogama,Catocala palaeogama
Catocala palaeogama,E,U,N,NA,NA,NA,NA,NA,NA,Catocala palaeogama,"Catocala palaeogama var. phalanga Grote, 1864",Catocala palaeogama,Catocala palaeogama
Catocala retecta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala retecta,Catabapta retecta ,Catabapta,Catocala retecta
Catocala retecta,E,U,N,NA,NA,NA,NA,NA,NA,Catocala retecta," Catocala luctuosa Hulst, 1884",Catocala luctuosa,Catocala retecta
Colias scudderi,L,U,D,NA,NA,NA,NA,NA,NA,Colias scudderii,Colias scudderi,Colias scudderi,Colias scudderii
Colias scudderi,L,U,D,NA,NA,NA,NA,NA,NA,Colias scudderii,Eurymus scudderi,Eurymus,Colias scudderii
Colias scudderi,L,U,D,NA,NA,NA,NA,NA,NA,Colias scudderii,"Colias flavotincta Cockerell, 1901",Colias flavotincta,Colias scudderii
Colias scudderi,L,U,D,NA,NA,NA,NA,NA,NA,Colias scudderii,Colias scudderii,Colias scudderii,Colias scudderii
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Pieris daira Godart, [1819]",Pieris daira,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Papilio delia Cramer, [1780]",Papilio delia,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Eurema demoditas Hübner, [1819]",Eurema demoditas,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Xanthidia jucunda Boisduval & Leconte, 1829",Xanthidia jucunda,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias lemnia C. Felder & R. Felder, 1865",Terias lemnia,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,Terias jucunda,Terias jucunda,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,Eurema jucunda,Eurema jucunda,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias palmira Poey, [1852]",Terias palmira,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias ebriola Poey, [1853]",Terias ebriola,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias albina Poey, [1853]",Terias,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias cubana Herrich-Schäffer, 1865",Terias,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,Eurema palmira,Eurema palmira,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias solana Reakirt, 1866",Terias solana,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias persistens Butler & H. Druce, 1872",Terias peraistens,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias sidonia R. Felder, 1869",Terias sidonia,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias lydia C. Felder & R. Felder, 1861",Terias lydia,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias rhodia C. Felder & R. Felder, 1861",Terias rhodia,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias medutina C. Felder & R. Felder, 1861",Terias medutina,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,"Terias phoenicia C. Felder & R. Felder, 1865",Terias phoenicia,Eurema daira
Eurema daira,A,M,D,,Y,,A,M,,Eurema daira,Terias lydia,Terias lydia,Eurema daira
Hesperia comma,E,U,D,NA,NA,NA,M,U,,Hesperia comma,"Papilio comma Linnaeus, 1758",Papilio comma,Hesperia comma
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,Halisidota maculata,Halisidota maculata,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Halesidota fulvoflava Walker, 1855",Halesidota,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Phegoptera guttifera Herrich-Schäffer, [1855]",Phegoptera,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Halysidota agassizi Packard, 1864",Halesidota agassizi,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Halysidota californica Walker, [1865]",Halesidota californica,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Halesidota angulifera Walker, 1866",Halesidota angulifera,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Phoegoptera salicis Boisduval, 1869",Phoegoptera salicis,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Halysidota agassizii var. alni H. Edwards, 1877",Halisidota agassizii,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Halysidota maculata var. eureka Dyar, 1904",Halysidota maculata,Lophocampa maculata
Lophocampa maculata,P,U,N,NA,NA,NA,NA,NA,NA,Lophocampa maculata,"Halisidota maculata texana Rothschild, 1909",Halisidota maculata texana,Lophocampa maculata
Oeneis polixenes,L,U,D,,N,,NA,NA,NA,Oeneis polixenes,"Papilio polixenes Fabricius, 1775",Papilio polixenes,Oeneis polixenes
Oeneis polixenes,L,U,D,,N,,NA,NA,NA,Oeneis polixenes,"Oeneis crambis Freyer, 1845",Oeneis crambis,Oeneis polixenes
Oeneis polixenes,L,U,D,,N,,NA,NA,NA,Oeneis polixenes,"Oeneis oeno antonovae Lukhtanov, 1989",Oeneis oeno,Oeneis polixenes
Oeneis polixenes,L,U,D,,N,,NA,NA,NA,Oeneis polixenes,"Chionobas katahdin Newcomb, 1901",Chionobas katahdin,Oeneis polixenes
Oeneis polixenes,L,U,D,,N,,NA,NA,NA,Oeneis polixenes,"Hipparchia subhyalina Curtis, 1835",Hipparchia subhyalina,Oeneis polixenes
Oeneis polixenes,L,U,D,,N,,NA,NA,NA,Oeneis polixenes,"Chionobas brucei Edwards, 1891",Chionobas brucei,Oeneis polixenes
Oeneis polixenes,L,U,D,,N,,NA,NA,NA,Oeneis polixenes,"Chionobas peartiae Edwards, 1897",Chionobas,Oeneis polixenes
Parnassius smintheus,E,U,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parnassius smintheus
Smerinthus jamaicensis,P,M,N,NA,NA,NA,NA,NA,NA,Smerinthus jamaicensis,"Sphinx jamaicensis Drury, 1773",Sphinx jamaicensis,Smerinthus jamaicensis
Smerinthus jamaicensis,P,M,N,NA,NA,NA,NA,NA,NA,Smerinthus jamaicensis," Smerinthus geminatus Say, 1824",Smerinthus geminatus,Smerinthus jamaicensis
Smerinthus jamaicensis,P,M,N,NA,NA,NA,NA,NA,NA,Smerinthus jamaicensis," Calasymbolus jamaicensis tripartitus (Grote, 1886)",Calasymbolus jamaicensis tripartitus,Smerinthus jamaicensis
Smerinthus jamaicensis,P,M,N,NA,NA,NA,NA,NA,NA,Smerinthus jamaicensis," Smerinthus jamaicensis clarkii Franck, 1913",Smerinthus jamaicensis clarkii,Smerinthus jamaicensis
Smerinthus jamaicensis,P,M,N,NA,NA,NA,NA,NA,NA,Smerinthus jamaicensis," Smerinthus jamaicensis flavitincta (Nixon, 1912)",Smerinthus jamaicensis flavitincta,Smerinthus jamaicensis
Smerinthus jamaicensis,P,M,N,NA,NA,NA,NA,NA,NA,Smerinthus jamaicensis," Smerinthus jamaicensis gamma Cockerell, 1925",Smerinthus jamaicensis gamma,Smerinthus jamaicensis
Speyeria mormonia,L,U,D,NA,NA,NA,NA,NA,NA,Speyeria mormonia,"Argynnis mormonia Boisduval, 1869",Argynnis mormonia,Speyeria mormonia
