Year,id_cells,MAT,bio4,MAP,bio15
1952,88,17.59166667,751.1390837,94.17318841,0.681966788
1953,88,17.5192029,734.0211025,117.7289855,0.578215452
1954,88,17.54094203,794.1298616,65.40724638,0.488633985
1955,88,17.0192029,766.6484466,83.89021739,0.514461984
1956,88,17.27210145,710.9922591,98.28985507,0.596553357
1957,88,17.47173913,697.9412319,110.8721014,0.427786725
1958,88,16.33586957,859.9721988,91.03768116,0.576759415
1959,88,17.23333333,763.4870278,109.2865942,0.483096158
1960,88,16.38804348,837.5243827,96.27065217,0.606358443
1961,88,16.53115942,699.4047963,118.1608696,0.652353309
1962,88,16.8326087,784.4697423,104.1960145,0.444945727
1963,88,16.13369565,829.7304821,112.5536232,0.51966262
1964,88,16.46086957,746.3545596,142.673913,0.476133929
1965,88,16.70072464,720.0362878,94.67463768,0.555463823
1966,88,15.8807971,755.0853986,115.9108696,0.390227629
1967,88,16.05072464,647.6279634,106.9572464,0.446546557
1968,88,15.76195652,825.8873357,93.57971014,0.397407395
1969,88,15.91086957,808.635609,99.53478261,0.513100453
1970,88,16.78804348,812.8558639,97.12355072,0.514784939
1971,88,16.79673913,720.5966212,118.2072464,0.451066762
1972,88,16.70471014,673.8589021,105.4630435,0.564575043
1973,88,16.84927536,748.4039794,113.967029,0.487143456
1974,88,17.11485507,630.1855221,104.8054348,0.476086735
1975,88,17.02934783,687.5514786,132.0865942,0.353915701
1976,88,15.87427536,736.1533842,108.8148551,0.546650956
1977,88,16.74311594,877.0740231,99.15,0.518411302
1978,88,16.54565217,859.3909353,84.02065217,0.622964346
1979,88,16.45181159,769.0293377,112.8431159,0.540834204
1980,88,16.91956522,841.5008474,99.9423913,0.785465185
1981,88,16.5,820.5846094,87.85543478,0.61668357
1982,88,17.1423913,710.4333852,111.8036232,0.409448854
1983,88,16.29565217,807.3807427,114.5119565,0.506763839
1984,88,17.02391304,715.941341,100.3793478,0.635413644
1985,88,17.11195652,782.3427637,93.64528986,0.566935287
1986,88,17.77463768,763.0998863,86.575,0.570057086
1987,88,16.95652174,781.7473549,86.98297101,0.619208436
1988,88,16.31521739,781.5533627,85.0076087,0.483169363
1989,88,16.5884058,732.20965,121.1264493,0.407637882
1990,88,18.08695652,661.430703,100.023913,0.585275836
1991,88,17.48623188,705.3265907,111.626087,0.566857668
1992,88,16.4865942,692.6644153,122.7365942,0.473401306
1993,88,16.90181159,818.5464181,95.56811594,0.442741325
1994,88,16.9115942,692.4754962,123.901087,0.518935615
1995,88,16.90905797,785.9974937,102.892029,0.484048753
1996,88,16.31413043,768.4326923,98.08731884,0.439220104
1997,88,16.45833333,685.7354523,110.1050725,0.359552863
1998,88,17.82355072,739.7620034,100.4923913,0.574547064
1999,88,17.23442029,709.6139795,80.58949275,0.454535259
2000,88,16.59492754,802.4598508,80.94166667,0.595714246
2001,88,16.8384058,680.3533996,83.1384058,0.780033712
2002,88,17.06050725,770.373574,98.60507246,0.398189588
2003,88,16.51775362,741.7814458,118.8315217,0.518682843
2004,88,17.0173913,757.586026,100.609058,0.737068796
2005,88,16.84492754,733.5726958,108.2086957,0.587056418
2006,88,17.3307971,707.4711796,85.52137681,0.339017825
2007,88,17.5615942,729.2496145,76.62934783,0.536056627
2008,88,16.93369565,735.5541148,94.94637681,0.438042398
2009,88,16.81594203,745.2114349,133.9721014,0.453476793
2010,88,16.75072464,938.7222755,94.88007246,0.380044697
1900,89,18.1557971,788.9412871,106.7818841,0.413038136
1901,89,16.99384058,785.4810486,100.5195652,0.554381332
1902,89,17.95507246,783.2911565,97.72101449,0.450621984
1903,89,17.52210145,739.2308313,105.8438406,0.569094837
1904,89,17.29094203,754.2214617,78.74818841,0.672071931
1905,89,17.81847826,822.6135394,90.39094203,0.575890857
1906,89,18.06630435,734.8126693,107.4942029,0.635883294
1907,89,18.26485507,683.5583625,97.00072464,0.575157587
1908,89,18.41231884,680.229335,105.3873188,0.446095184
1909,89,18.10724638,673.5989168,89.12789855,0.57886654
1910,89,17.60181159,753.6080333,93.53188406,0.637733564
1911,89,18.91557971,700.4370258,85.20072464,0.665296164
1912,89,17.73586957,789.5716936,119.4902174,0.397950855
1913,89,18.35,634.4174883,92.64130435,0.54956383
1914,89,17.58949275,768.3544713,94.70688406,0.485071423
1915,89,17.9615942,780.6152804,103.4108696,0.567567259
1916,89,18.29166667,658.4315692,88.29528986,1.041134186
1917,89,17.24275362,736.3309087,83.02463768,0.612776411
1918,89,18.2057971,702.1285921,88.8423913,0.44647513
1919,89,18.72065217,689.6462455,92.21231884,0.811224953
1920,89,17.51195652,721.9841866,105.973913,0.545044696
1921,89,19.11557971,649.9049166,85.61775362,0.747021206
1922,89,18.80615942,640.8761792,117.0282609,0.537027931
1923,89,18.23804348,651.4863592,95.29637681,0.571818151
1924,89,17.57355072,725.1390893,118.032971,0.762120311
1925,89,18.94673913,756.1375764,82.14891304,0.706814591
1926,89,18.14818841,740.9575853,91.7134058,0.575057721
1927,89,18.87572464,624.6717203,84.25398551,0.76195029
1928,89,17.86086957,698.0721863,128.1130435,0.792083387
1929,89,18.26702899,650.9794349,128.5644928,0.44363767
1930,89,17.98768116,745.7111417,95.20144928,0.536210366
1931,89,18.67065217,711.7203385,64.64637681,0.664994662
1932,89,19.03768116,628.4899499,102.9858696,0.521644814
1933,89,19.24710145,665.9192931,80.17789855,0.634047032
1934,89,18.3423913,771.06358,90.06050725,0.506948917
1935,89,18.37536232,740.4766002,90.80181159,0.781899324
1936,89,18.39855072,772.6914977,107.4630435,0.470494394
1937,89,18.18224638,686.8953289,106.0449275,0.498793524
1938,89,18.85507246,656.6486798,82.34130435,0.700475308
1939,89,18.97318841,685.735696,94.06594203,0.709554349
1940,89,17.43876812,779.4161985,87.05507246,0.694724524
1941,89,18.47753623,790.624722,98.52644928,0.907092026
1942,89,18.28043478,758.8952501,96.4,0.58023334
1943,89,18.06992754,732.0091395,92.22934783,0.598974009
1944,89,18.12463768,733.0944852,104.8768116,0.593540518
1945,89,18.60724638,722.5144193,109.5554348,0.760372627
1946,89,18.75036232,596.954609,90.92463768,0.512984401
1947,89,17.80253623,743.2003894,128.1347826,0.438176092
1948,89,18.32644928,703.4922118,133.4858696,0.424871855
1949,89,18.89166667,616.3806278,90.76666667,0.75594386
1950,89,18.1576087,691.682448,90.31123188,0.648625256
1951,89,18.13115942,709.2452365,80.46956522,0.610548761
1952,89,18.29565217,715.4237729,92.89130435,0.609930374
1953,89,18.44710145,687.0491065,103.3347826,0.575702231
1954,89,18.41775362,745.1626907,63.31449275,0.470553575
1955,89,17.99565217,722.9991802,87.90833333,0.565262752
1956,89,18.30398551,673.6532885,84.86557971,0.529983979
1957,89,18.34202899,647.8000387,105.3101449,0.567888843
1958,89,17.11268116,834.6897314,98.20507246,0.533600089
1959,89,18.13442029,717.3149688,130.5822464,0.551063721
1960,89,17.2326087,808.4492595,102.9884058,0.62509764
1961,89,17.64963768,682.6860466,109.8568841,0.636869737
1962,89,17.68514493,746.0096697,104.8112319,0.455884684
1963,89,17.09855072,792.409311,96.36485507,0.556096268
1964,89,17.52971014,705.1206555,149.8286232,0.575319546
1965,89,17.6807971,693.6722492,103.1141304,0.649933133
1966,89,16.78115942,725.0104729,103.7492754,0.526669032
1967,89,17.11485507,623.3753264,96.54927536,0.606291805
1968,89,16.81231884,812.7354396,87.61630435,0.553195858
1969,89,16.71014493,790.6362733,104.5550725,0.526609553
1970,89,17.48405797,780.037889,96.82463768,0.566304521
1971,89,17.82608696,683.2562186,121.7713768,0.508940074
1972,89,17.8307971,623.9941451,101.7706522,0.512703183
1973,89,17.8942029,710.6762765,112.7268116,0.596922075
1974,89,18.14384058,597.4925976,98.06268116,0.538876398
1975,89,18.22717391,649.403485,118.7449275,0.461285705
1976,89,16.98405797,688.3528272,112.2271739,0.503785602
1977,89,17.66594203,828.6731327,89.37246377,0.552615687
1978,89,17.3884058,812.5563931,81.45688406,0.533776191
1979,89,17.23913043,736.9552414,115.7764493,0.519886718
1980,89,17.44456522,803.4784712,91.27572464,0.691843298
1981,89,17.14891304,793.3874091,87.05326087,0.702149421
1982,89,18.05108696,663.8452965,103.1126812,0.490276806
1983,89,17.20036232,772.866188,108.8275362,0.480994477
1984,89,17.89384058,679.3866092,98.94492754,0.612733787
1985,89,18.23152174,738.6819939,99.79456522,0.719345663
1986,89,18.83913043,729.1668956,88.86666667,0.704184175
1987,89,17.65652174,756.4215624,102.6789855,0.654771652
1988,89,17.16992754,754.8509782,89.12681159,0.639667772
1989,89,17.84710145,699.9201886,113.9597826,0.516052482
1990,89,19.26811594,611.602149,93.24057971,0.842612637
1991,89,18.58913043,677.1051867,119.8931159,0.67568339
1992,89,17.56449275,669.1064651,116.4152174,0.465718442
1993,89,18.00072464,775.1442285,93.82028986,0.493355647
1994,89,18.11231884,656.8697905,122.2681159,0.563807216
1995,89,17.9115942,751.4916367,110.8293478,0.657019635
1996,89,17.38478261,725.1182392,85.52971014,0.505498508
1997,89,17.51014493,652.7431597,116.8851449,0.386727778
1998,89,18.94384058,700.2005194,110.6217391,0.549391059
1999,89,18.08115942,679.8850145,89.69202899,0.542134874
2000,89,17.42608696,777.4671177,83.60108696,0.699647933
2001,89,18.10217391,654.5494346,69.61884058,0.785333298
2002,89,18.39601449,734.5951762,95.61956522,0.436698294
2003,89,17.59311594,722.6104141,112.4880435,0.57936592
2004,89,18.05797101,742.8438049,90.05724638,0.737055461
2005,89,17.84130435,726.6898135,100.7612319,0.520031237
2006,89,18.27391304,667.1732155,88.40144928,0.515691552
2007,89,18.54963768,674.3663285,82.81304348,0.636387306
2008,89,18.03224638,687.8135358,95.75,0.450693428
2009,89,17.63405797,724.4009094,110.7485507,0.510512584
2010,89,17.33333333,901.808765,85.16268116,0.630549496
1900,90,17.79166667,764.5506264,105.625,0.483483007
1901,90,17,767.7862831,127.0083333,0.574373505
1902,90,18.05833333,740.78701,101.125,0.386187316
1903,90,17.45,707.9218611,108.0541667,0.526371223
1904,90,16.94583333,731.6045165,89.88333333,0.584699823
1905,90,17.75416667,753.7875452,98.63333333,0.562787184
1906,90,18.12916667,697.4376583,130.0125,0.595128394
1907,90,18.47083333,679.0785966,106.9333333,0.636851641
1908,90,18.7,653.9891843,104.2625,0.507332695
1909,90,18.30833333,633.6998478,87.84166667,0.637362562
1910,90,17.90416667,709.827312,109.7166667,0.776736511
1911,90,19.14583333,652.8462471,81.13333333,0.876884294
1912,90,18.05833333,770.4853975,114.125,0.484519402
1913,90,18.725,588.9120288,114.8166667,0.616501422
1914,90,17.62083333,751.5931362,109.1041667,0.570776568
1915,90,18.22083333,767.660302,123.7333333,0.619216082
1916,90,18.25416667,625.4092994,106.1291667,1.164003919
1917,90,17.34583333,713.4739273,89.12916667,0.815480711
1918,90,18.42916667,682.0274319,101.3875,0.599700069
1919,90,18.93333333,706.5058553,80.52083333,0.739182983
1920,90,17.58333333,685.8093156,127.4416667,0.601866554
1921,90,19.30416667,640.0359161,105.3416667,0.755392847
1922,90,18.95833333,609.2821373,135.6666667,0.542945625
1923,90,18.3625,622.2909502,104.3,0.69079965
1924,90,17.81666667,675.6764357,138.9708333,0.923115385
1925,90,18.775,696.7322361,79.34583333,0.560113949
1926,90,18.34583333,691.7827203,91.14583333,0.490129029
1927,90,19.27083333,619.8858124,86.29166667,0.665384212
1928,90,18.22916667,677.3543358,132.9666667,0.799733054
1929,90,18.45416667,617.3449433,114.075,0.293424762
1930,90,17.78333333,693.9141293,94.60833333,0.549642779
1931,90,18.74583333,673.10572,76.21666667,0.785613029
1932,90,19.3,575.4395374,112.725,0.464791348
1933,90,19.4375,619.7994284,94.50416667,0.789891044
1934,90,18.60416667,735.111373,96.14583333,0.542452967
1935,90,18.375,684.2441634,90.31666667,0.884449705
1936,90,18.3125,722.2512422,105.65,0.534554167
1937,90,18.35833333,666.3044628,96.06666667,0.427190775
1938,90,19.18333333,638.4335209,84.7625,0.719214963
1939,90,19.1125,648.9277442,98.37916667,0.653905932
1940,90,17.34166667,752.5069251,88.20416667,0.647189487
1941,90,18.49166667,785.9827661,107.525,0.83270857
1942,90,18.40416667,739.1908664,85.6125,0.702262656
1943,90,18.26666667,719.7661505,95.56666667,0.664969946
1944,90,18.4,705.9283183,94.25416667,0.593736194
1945,90,18.9625,699.2382756,139.9708333,0.845201336
1946,90,19.09166667,559.680745,104.525,0.633533553
1947,90,18.32083333,709.4009799,137.5875,0.503639581
1948,90,18.73333333,681.4576259,131.4708333,0.359679495
1949,90,19.14166667,605.541225,95.44166667,0.607979714
1950,90,18.3125,673.6518803,104.7125,0.913024694
1951,90,18.375,683.9723319,73.63333333,0.770722346
1952,90,18.57916667,697.8740379,100.7291667,0.613611833
1953,90,18.78333333,646.0736057,112.4875,0.615092716
1954,90,18.56666667,718.9444808,72.89583333,0.733296816
1955,90,18.06666667,717.7436316,104.5708333,0.758797561
1956,90,18.35,675.7654436,88.00416667,0.623857188
1957,90,18.29583333,658.3646568,102.5291667,0.503426345
1958,90,16.98333333,823.3842497,121.8041667,0.450818251
1959,90,18.24166667,714.0223468,137.3625,0.600687247
1960,90,17.27916667,803.777,113.95,0.84340274
1961,90,17.6875,687.5034957,123.525,0.555619843
1962,90,17.57916667,743.2397694,103.9291667,0.470404391
1963,90,17.075,765.1904049,82.16666667,0.474289996
1964,90,17.70833333,677.7476683,152.2791667,0.573954191
1965,90,17.64583333,703.7417662,103.0333333,0.725267105
1966,90,16.97916667,725.6619648,111.05,0.540234666
1967,90,17.15833333,614.0517018,100.3708333,0.657974983
1968,90,17.0125,803.5297667,93.11666667,0.80917592
1969,90,17.0375,775.1047868,102.9916667,0.536198693
1970,90,18.16666667,763.7330984,109.9875,0.689734878
1971,90,18.15833333,657.3505088,140.7,0.737719541
1972,90,17.925,591.6055594,102.4083333,0.486188356
1973,90,18.40416667,675.8495912,117.1416667,0.543762178
1974,90,18.7875,548.3283303,103.15,0.63896467
1975,90,18.8625,621.7337564,117.8125,0.390713136
1976,90,17.45416667,621.4227861,110.3166667,0.617349037
1977,90,18.16666667,794.3189969,94.69166667,0.448927989
1978,90,17.80833333,780.4859945,80.55833333,0.478084235
1979,90,17.87916667,700.1189062,120.3916667,0.779100166
1980,90,17.8625,755.7434243,83.35833333,0.48270487
1981,90,17.54166667,765.1423142,105.4833333,0.906748118
1982,90,18.55416667,626.7436954,123.3291667,0.527820859
1983,90,17.7125,735.8408011,116.225,0.591058675
1984,90,18.1875,657.5966196,108.975,0.671591658
1985,90,18.6625,710.0738059,112.3041667,0.746278386
1986,90,19.05416667,686.7515147,91.29166667,0.568723874
1987,90,17.975,730.7106368,119.7333333,0.6519485
1988,90,17.51666667,719.9269667,100.3791667,0.655992989
1989,90,18.23333333,696.6549685,128.3416667,0.484903205
1990,90,19.7625,550.0607982,92.925,0.814368737
1991,90,19.00416667,651.805119,112.0083333,0.808711289
1992,90,17.83333333,642.5574786,143.6166667,0.563849878
1993,90,18.175,733.6515707,94.31666667,0.49300659
1994,90,18.575,624.6594055,138.8916667,0.608900571
1995,90,18.00416667,718.175947,135.175,0.678848348
1996,90,17.61666667,700.8876812,123.6291667,0.826095148
1997,90,17.76666667,625.9611425,109.2916667,0.556376669
1998,90,19.08333333,650.3131368,129.1333333,0.54898765
1999,90,18.3875,637.3882407,141.4958333,0.756492956
2000,90,17.52083333,723.143092,108.4625,0.739364881
2001,90,18.47083333,628.2642731,78.65833333,0.825726417
2002,90,18.6875,693.7541925,118.5083333,0.546082778
2003,90,17.9875,707.0613246,123.4166667,0.751208741
2004,90,18.27916667,724.722012,102.5625,0.885718356
2005,90,17.90416667,724.3652398,118.7625,0.543119392
2006,90,18.0125,641.7269641,110.6541667,0.525963945
2007,90,18.5875,656.5332803,86.67916667,0.463941078
2008,90,18.07083333,644.440606,115.3333333,0.470580022
2009,90,17.675,695.9288437,111.2166667,0.493079955
2010,90,17.00416667,865.2872543,108.3833333,0.599152552
1900,91,13.08333333,138.9356947,187.0958333,0.514560309
1901,91,12.84583333,122.4659369,243.6083333,0.663038393
1902,91,12.49583333,126.3997773,300.8333333,0.848231055
1903,91,12.52916667,135.0536804,211.075,0.558207859
1904,91,12.75416667,111.7872205,241.9458333,0.70750719
1905,91,13.02916667,116.8551518,220.5666667,0.593131446
1906,91,13.25416667,122.5942639,196.1916667,0.681754157
1907,91,13.15833333,120.5550258,278.4583333,0.653920202
1908,91,12.47083333,110.6537433,214.7125,0.325986433
1909,91,12.63333333,129.0478873,204.325,0.617607066
1910,91,12.57916667,142.8065209,246.9416667,0.47964191
1911,91,12.58333333,121.1139456,328.0333333,0.46235428
1912,91,12.67916667,134.8416936,208.5958333,0.595303989
1913,91,12.75,105.0523522,192.7416667,0.867401569
1914,91,12.8375,128.1112232,351.7958333,0.637163414
1915,91,13.17083333,135.9773713,259.0291667,0.794886251
1916,91,12.65833333,84.21867334,289.4208333,0.546405847
1917,91,13.05,123.0085342,216.0958333,0.782415979
1918,91,13.5125,118.814321,425.8,0.500184192
1919,91,13.20416667,115.081914,149.5625,0.436401928
1920,91,13.49166667,124.4806107,204.775,0.7361218
1921,91,13.39166667,92.85678547,267.6541667,0.862723434
1922,91,13.10833333,136.9027982,307.8291667,0.88374547
1923,91,13.19583333,127.3686078,381.8041667,0.64154685
1924,91,13.04583333,111.3818963,209.6958333,0.643823177
1925,91,13.2375,115.6136635,240.7541667,0.683773072
1926,91,13.76666667,124.8790624,171.275,0.823322929
1927,91,13.46666667,89.8490774,345.7083333,0.73816385
1928,91,13.1,115.0091943,236.5791667,0.518297
1929,91,13.29166667,136.9472172,257.1291667,0.492267182
1930,91,13.50416667,143.7912022,332.5583333,0.506285646
1931,91,13.5125,117.8826827,217.8875,0.556395126
1932,91,13.35416667,102.5505533,287.8666667,0.656391493
1933,91,12.80416667,85.01057252,204.1416667,0.642579435
1934,91,13.74166667,132.3118583,284.575,0.381835344
1935,91,13.53333333,123.319132,275.8875,0.454692485
1936,91,13.57916667,113.5339882,363.525,0.552380135
1937,91,13.68333333,142.223877,386.5458333,0.396525713
1938,91,13.9875,98.20492311,350.6875,0.498166196
1939,91,13.32083333,77.63246017,317.7083333,0.595389833
1940,91,14.95416667,121.4995714,219.4458333,0.743025137
1941,91,14.47083333,143.0562162,287.5,0.621680912
1942,91,13.4375,152.3392383,288.4041667,0.940581045
1943,91,13.47916667,111.2135275,228.625,0.399235301
1944,91,13.26666667,76.13367801,271.6791667,0.444109133
1945,91,13.775,94.22077349,225.4875,0.587497455
1946,91,13.50416667,113.974564,288.925,0.670990905
1947,91,13.25416667,107.9642875,255.3333333,0.500445542
1948,91,13.1375,129.8921017,302.4125,0.526000737
1949,91,12.65,111.0265247,254.6333333,0.649027221
1950,91,13.27916667,101.6860541,275.9625,0.552731758
1951,91,13.375,114.0544813,305.1333333,0.570105903
1952,91,12.77916667,104.7001336,258.225,0.439629756
1953,91,13.0625,105.6289138,199.8708333,0.699668934
1954,91,13.31666667,125.5111416,301.1625,0.801864483
1955,91,12.45833333,83.49790048,278.5375,0.476193662
1956,91,13.20416667,96.20666333,320.2083333,0.549521114
1957,91,13.34583333,145.6515677,291.8333333,0.589201553
1958,91,13.3875,122.0307231,257.3208333,0.558362222
1959,91,13.52083333,110.618866,248.4375,0.500856971
1960,91,13.3875,130.5697159,269.7583333,0.416385639
1961,91,13.6,99.52596486,262.5041667,0.644421351
1962,91,13.34583333,99.168414,161.2916667,0.542475317
1963,91,13.74166667,87.90046123,263.0416667,0.719266121
1964,91,13.3375,98.49358464,329.05,0.426482199
1965,91,13.325,147.5652661,263.2458333,0.59151784
1966,91,13.8875,152.247952,242.5291667,0.406212334
1967,91,14.48333333,113.9608272,323.5083333,0.47393343
1968,91,14.5625,93.1607124,304.7875,0.670264426
1969,91,13.72916667,101.0110241,348.3958333,0.752890635
1970,91,13.525,93.80887946,325.0625,0.735507615
1971,91,13.44166667,137.3013716,291.7916667,0.752287404
1972,91,13.52083333,128.6144353,232.6375,0.590786102
1973,91,13.81666667,107.6213702,236.575,0.663825604
1974,91,14.1375,99.16442566,249.0875,0.587810111
1975,91,13.39166667,91.57767457,244.0583333,0.622444426
1976,91,13.60833333,115.5578225,261.0083333,0.570313412
1977,91,14.425,103.9336513,208.0125,0.599107216
1978,91,14.7125,128.6043359,263.9666667,0.517413172
1979,91,13.79583333,112.6296439,347.0375,0.795346961
1980,91,14.375,112.8123443,286.6375,0.96025311
1981,91,14.38333333,105.1272799,186.9875,0.631818874
1982,91,14.11666667,154.2310595,402.0041667,0.782695787
1983,91,14.075,107.5228225,167.775,0.63369548
1984,91,14.46666667,125.7597368,211.7875,0.49133113
1985,91,13.45,157.5342559,230.8833333,0.707702004
1986,91,14.81666667,158.9231347,292.2291667,0.718065195
1987,91,14.27083333,159.0894706,263.9916667,0.412608117
1988,91,14.35,109.6962364,271.1,0.397603488
1989,91,13.49583333,93.39135277,304.0958333,0.640947837
1990,91,13.92083333,135.795863,367.9291667,0.572537958
1991,91,14.225,124.0746577,297.8083333,0.703330665
1992,91,14.475,128.4215742,252.675,0.627575093
1993,91,13.68333333,131.7349841,229.8333333,0.463927276
1994,91,13.93333333,147.315464,356.9666667,0.510032627
1995,91,14.34166667,113.7590012,195.5041667,0.376496048
1996,91,14.54583333,127.98739,247.2625,0.292332767
1997,91,14.375,128.0673968,265.6291667,0.499009601
1998,91,13.37083333,94.08076085,210.8416667,0.350895233
1999,91,13.0875,110.0035938,225.4791667,0.435251288
2000,91,13.64583333,135.3220179,269.675,0.825220209
2001,91,13.72083333,122.287072,204,0.510567434
2002,91,14.0625,113.2539178,240.1375,0.533320218
2003,91,14.08333333,142.4161126,172.6333333,0.520685162
2004,91,14.31666667,110.0330298,247.7125,0.533983107
2005,91,14.31666667,119.9074288,222.3583333,0.42682691
2006,91,14.80833333,140.281736,234.375,0.499788894
2007,91,14.86666667,115.2436417,217.9208333,0.458334098
2008,91,14.91666667,145.6855711,228.8791667,0.690940456
2009,91,14.41666667,170.2422805,232.9708333,0.454310338
2010,91,14.67916667,110.3486669,147.5625,0.382725891
1900,93,15.14833333,422.6528338,18.40666667,1.910755891
1901,93,14.82416667,449.6040777,23.68666667,1.490859898
1902,93,14.02,485.5027959,24.24833333,1.238154914
1903,93,14.315,500.1765058,18.91333333,1.868208207
1904,93,14.9825,491.709392,25.39833333,1.411788397
1905,93,14.41583333,432.7914992,37.20166667,1.459959509
1906,93,14.7025,482.8971024,44.0175,1.509141194
1907,93,14.1175,433.3238971,39.48166667,1.703405328
1908,93,13.89333333,487.8603775,23.8875,1.420235064
1909,93,13.11666667,472.5166409,56.3175,1.380980048
1910,93,14.4975,492.7594695,13.31833333,1.577865781
1911,93,12.9925,476.1586499,41.5275,1.726177149
1912,93,13.55416667,481.1507616,22.375,2.302563362
1913,93,14.07833333,539.6164091,30.24166667,1.558822437
1914,93,14.6775,440.2788041,46.38833333,1.871784698
1915,93,14.39916667,483.3708145,34.01,1.440426972
1916,93,13.38583333,463.4419491,44.33,1.902175831
1917,93,14.66166667,578.5420499,13.6575,1.984520457
1918,93,14.53333333,533.638919,40.18166667,1.626398725
1919,93,14.39416667,514.1062214,14.3425,1.332399698
1920,93,14.08166667,491.1773488,21.25833333,1.61321988
1921,93,14.63583333,494.2209108,36.54,1.646520289
1922,93,14.30833333,575.8704973,32.435,1.32713168
1923,93,14.54416667,450.039198,11.17083333,1.701522689
1924,93,14.8475,482.4091051,14.9925,1.572649134
1925,93,14.9375,443.4692818,17.77333333,1.115587989
1926,93,15.84583333,460.9023843,32.10166667,1.584321503
1927,93,14.54,489.6970308,32.41666667,1.614155375
1928,93,15.24,462.5819381,16.34666667,1.395201929
1929,93,15.25166667,558.948361,10.26083333,1.542674955
1930,93,15.29833333,481.4476143,22.9625,1.485436011
1931,93,15.99083333,567.4505681,36.0125,1.333405385
1932,93,14.48,528.4726409,18.88083333,1.965145226
1933,93,14.3275,522.7988468,26.71,1.991207777
1934,93,15.73083333,446.887085,25.195,1.303575764
1935,93,14.20916667,525.9632598,24.28583333,1.190627118
1936,93,15.28,513.7837046,34.74416667,1.753835622
1937,93,14.3675,590.518424,31.47166667,1.588175534
1938,93,14.605,499.3010433,48.56833333,1.533643526
1939,93,14.90333333,520.0258853,17.64833333,1.395875154
1940,93,15.23916667,444.1936266,34.50916667,1.416633977
1941,93,14.51666667,429.5987084,63.31,1.254644757
1942,93,14.43333333,501.7668632,14.54,1.496422206
1943,93,14.6175,447.7319053,48.34,1.564123066
1944,93,13.65666667,469.7512919,31.89416667,1.754111851
1945,93,14.16166667,535.2760005,27.11583333,1.553607723
1946,93,14.38833333,531.1123028,29.48416667,1.542953824
1947,93,14.4775,510.2450707,6.370833333,1.711553819
1948,93,13.66666667,497.2754242,15.95416667,1.436496364
1949,93,13.79583333,593.9565472,19.1425,1.316976502
1950,93,14.68833333,479.2662932,14.46166667,1.103862324
1951,93,14.305,512.0395454,22.42833333,1.449999372
1952,93,14.03666667,547.4181813,45.70666667,1.467482337
1953,93,14.44333333,457.5436948,9.796666667,1.469036626
1954,93,14.83583333,485.8500702,25.54416667,1.449933321
1955,93,14.13333333,525.2543605,25.49083333,1.318836958
1956,93,14.5925,498.8051696,19.8925,1.876647113
1957,93,14.83666667,523.5062605,29.22333333,1.188246204
1958,93,15.80583333,494.8715404,37.72916667,1.460000577
1959,93,15.97083333,493.3878298,16.07916667,1.817874326
1960,93,15.025,559.6099326,23.17083333,1.40865128
1961,93,14.78166667,511.4005531,12.79166667,1.605859699
1962,93,14.3275,499.8044347,32.29666667,2.488219386
1963,93,14.62083333,498.3470812,28.01666667,1.016989557
1964,93,14.0525,523.879822,19.3075,1.16798528
1965,93,14.15416667,490.5010933,39.82416667,1.568096655
1966,93,14.90833333,533.2296656,19.6725,1.751277701
1967,93,14.785,581.0799758,34.05916667,1.383622478
1968,93,14.89583333,487.4226385,15.1,1.369708117
1969,93,14.76416667,520.3526286,44.34083333,1.859030123
1970,93,14.75166667,503.1756534,32.95583333,1.405317815
1971,93,13.95416667,562.8632549,20.20666667,2.278943902
1972,93,14.67166667,521.8771929,11.4125,2.221791093
1973,93,14.29416667,517.3828187,32.26083333,1.553198886
1974,93,14.63583333,533.0840385,31.49666667,1.582040293
1975,93,13.7525,502.8033043,19.58583333,1.698887976
1976,93,14.90166667,488.2028082,21.67166667,1.375382717
1977,93,15.095,462.7338188,26.5425,1.397588423
1978,93,14.87083333,516.4432519,56.4425,1.270906785
1979,93,14.80916667,542.9564125,31.2025,1.542688568
1980,93,14.9525,424.7533183,36.97166667,1.686678916
1981,93,15.7575,492.7179014,25.5175,1.334211362
1982,93,14.55666667,511.0931508,34.6775,1.101197164
1983,93,15.23416667,508.3655244,61.3825,1.000692902
1984,93,15.59333333,563.7029305,18.26,1.89493678
1985,93,14.65583333,523.6288093,15.69666667,1.545022021
1986,93,15.30333333,408.6369994,28.34333333,1.41474919
1987,93,14.96416667,516.3723406,23.31583333,1.141556163
1988,93,15.34416667,469.5607421,21.45333333,1.30023064
1989,93,15.19,482.9771965,9.985833333,1.491558815
1990,93,15.26,538.0841009,11.765,1.502831099
1991,93,14.93583333,469.6315108,30.46833333,1.864256835
1992,93,15.87666667,514.5826153,38.08166667,1.500839329
1993,93,15.42916667,484.0349701,43.7725,1.687243524
1994,93,15.20083333,537.9334483,19.58166667,1.571172685
1995,93,15.6475,448.4016214,53.26416667,2.003657705
1996,93,15.8575,462.8959341,33.19833333,1.433712422
1997,93,16.025,508.3374892,23.7275,1.654978708
1998,93,14.31083333,514.5103171,55.38666667,1.720545962
1999,93,14.56,484.0841802,18.61583333,1.358396631
2000,93,15.12833333,485.4202841,26.81,1.50785557
2001,93,14.92416667,533.1089086,31.92916667,1.299534074
2002,93,14.7875,490.8977829,15.13083333,1.608664407
