Year,id_cells,MAT,bio4,MAP,bio15
1983,225,4.302678571,1064.002958,99.09107143,0.469278571
1984,225,3.798511905,1089.993944,85.59791667,0.506953132
1985,225,2.826488095,1140.37592,72.1797619,0.520237503
1986,225,2.669642857,1037.311726,82.12053571,0.434629926
1987,225,3.749702381,1083.996038,70.93095238,0.459421019
1988,225,3.608928571,1119.04622,77.12261905,0.392900843
1989,225,2.596130952,1237.622849,81.50029762,0.376607102
1990,225,3.966071429,1076.843546,101.6127976,0.415192661
1991,225,3.526190476,1135.834346,85.27410714,0.5337622
1992,225,2.803571429,1108.436159,83.86755952,0.496125057
1993,225,2.829761905,1167.225147,92.39702381,0.328387492
1994,225,3.061011905,1206.18246,90.60714286,0.425494857
1995,225,3.391071429,1156.602859,82.95654762,0.392473283
1996,225,3.617261905,1062.125146,94.69613095,0.356784229
1997,225,2.555357143,1111.759705,80.30297619,0.392466106
1998,225,4.655059524,1030.342671,91.1047619,0.301828128
1999,225,5.163690476,1095.824538,91.04285714,0.462780992
2000,225,3.54047619,1035.37398,84.0702381,0.280711456
2001,225,4.601785714,1104.159031,59.93392857,0.409099345
2002,225,3.407142857,1087.621441,77.31011905,0.337015624
2003,225,2.826488095,1235.205216,85.7547619,0.440026223
2004,225,2.579761905,1107.577765,77.4625,0.419852094
2005,225,3.752678571,1086.669933,109.69375,0.363421047
2006,225,5.173511905,986.5034774,90.73690476,0.424466338
2007,225,3.635119048,1092.888961,86.94017857,0.418893128
2008,225,3.839285714,1061.508122,101.421131,0.284340131
2009,225,3.85625,1071.939679,91.14285714,0.371882243
2010,225,6.000892857,927.9230619,92.10059524,0.476721619
1900,226,5.108823529,988.0765827,102.4431373,0.355004842
1901,226,5.770098039,1033.154686,82.67941176,0.372583653
1902,226,5.481372549,923.7646215,89.46372549,0.413091646
1903,226,4.631372549,963.1980823,92.5995098,0.379890693
1904,226,3.477941176,1172.708909,86.75735294,0.287153243
1905,226,4.076470588,1077.127676,79.43382353,0.460934227
1906,226,5.178431373,1000.200077,92.24068627,0.347598274
1907,226,3.925980392,1037.763766,92.93627451,0.29106933
1908,226,4.932352941,1054.10504,83.57745098,0.320245121
1909,226,5.162745098,1005.047162,104.2392157,0.317923718
1910,226,5.538235294,932.4171824,91.57107843,0.293182924
1911,226,4.900490196,1082.644315,73.05686275,0.469764378
1912,226,4.528431373,1010.701187,100.1828431,0.329747816
1913,226,5.620098039,936.4829079,93.74460784,0.486533867
1914,226,4.017647059,1073.483251,75.9004902,0.302131255
1915,226,5.64754902,888.2069331,91.42892157,0.344553905
1916,226,4.876470588,1043.608896,79.50392157,0.361398399
1917,226,3.860294118,1115.365107,94.0622549,0.420076588
1918,226,4.133333333,1074.138397,90.02598039,0.487336365
1919,226,4.920098039,975.7028114,87.57058824,0.291703774
1920,226,4.798039216,1101.890975,93.85686275,0.397811221
1921,226,5.218627451,1035.995023,75.13480392,0.379236235
1922,226,4.497058824,1097.645661,82.14901961,0.437594305
1923,226,3.717156863,1082.326536,81.96764706,0.434308686
1924,226,4.418627451,1065.159002,70.27254902,0.432425842
1925,226,4.314215686,1025.271519,88.5122549,0.442348734
1926,226,3.638235294,1038.013689,90.97990196,0.376234759
1927,226,5.305882353,955.8454404,103.4808824,0.333166366
1928,226,4.914705882,1009.924561,82.33676471,0.274286514
1929,226,4.551470588,1031.018819,81.625,0.29727511
1930,226,5.404411765,1077.127912,77.66127451,0.351642167
1931,226,6.059803922,986.9825331,85.42058824,0.282202463
1932,226,5.496078431,990.4454437,81.33578431,0.345869202
1933,226,4.543137255,1044.061565,103.0745098,0.454776809
1934,226,3.933823529,1164.325984,86.89656863,0.350741448
1935,226,4.362745098,1123.020601,89.50343137,0.502909455
1936,226,4.785784314,974.6632008,96.31813725,0.324624763
1937,226,5.881862745,1037.692284,85.55980392,0.370642331
1938,226,5.192647059,1075.377101,89.76176471,0.315224486
1939,226,4.483823529,1076.441835,79.01519608,0.416980039
1940,226,4.276960784,1048.473559,88.94068627,0.590764712
1941,226,4.605882353,973.0084113,91.45735294,0.407794925
1942,226,5.327941176,1082.40225,80.50980392,0.425467921
1943,226,4.266666667,1052.335574,94.10343137,0.406125751
1944,226,5.486764706,1066.826919,88.16666667,0.491724455
1945,226,5.319607843,998.7903994,99.02794118,0.42266255
1946,226,5.253431373,1024.845914,73.50098039,0.401033187
1947,226,5.529901961,1036.699108,79.11421569,0.383998014
1948,226,4.724509804,1086.954855,82.45588235,0.352360962
1949,226,5.921568627,990.3404409,86.52009804,0.454036914
1950,226,5.074509804,979.6939782,91.09901961,0.570610794
1951,226,5.903431373,942.1735531,102.5063725,0.337830654
1952,226,5.819607843,981.5404093,78.90980392,0.474133128
1953,226,6.52745098,864.2190401,98.52647059,0.305468013
1954,226,5.469117647,902.6384718,104.2343137,0.331740571
1955,226,5.084313725,1000.342479,72.94509804,0.363687844
1956,226,4.674019608,906.4892554,91.9495098,0.526823036
1957,226,5.302941176,993.7395925,81.86764706,0.44293607
1958,226,5.035784314,960.9471392,97.27058824,0.345047335
1959,226,5.268137255,1047.781554,92.84166667,0.485306851
1960,226,5.838235294,978.087884,81.74754902,0.393996868
1961,226,5.034313725,1102.405251,93.6127451,0.347912149
1962,226,4.330392157,991.2093458,97.88284314,0.417540456
1963,226,4.371078431,1068.716165,108.3343137,0.352549278
1964,226,4.570588235,941.9118471,87.34166667,0.389896793
1965,226,4.201960784,1022.820712,64.80637255,0.467540101
1966,226,5.823039216,895.0070122,74.6872549,0.368446194
1967,226,4.489215686,1107.872981,102.4053922,0.452691132
1968,226,4.782352941,1054.507494,82.64803922,0.537502907
1969,226,5.737745098,906.1555333,87.79460784,0.371033243
1970,226,4.759313725,1093.759951,95.3122549,0.480572384
1971,226,4.907352941,1064.021922,85.51323529,0.402646244
1972,226,3.771568627,1082.576412,107.2892157,0.33792414
1973,226,5.700490196,994.2880639,93.08970588,0.38714631
1974,226,4.417647059,991.7944418,91.37401961,0.332485286
1975,226,4.800980392,1078.354977,92.33872549,0.480593353
1976,226,4.816176471,1063.413076,105.7269608,0.370431898
1977,226,5.109313725,990.8128169,104.0034314,0.433086016
1978,226,4.310784314,1032.290345,77.00441176,0.647099889
1979,226,6.053921569,976.0521918,116.6514706,0.374695936
1980,226,4.550980392,1015.147468,91.0872549,0.407093084
1981,226,5.903431373,933.2172816,113.4931373,0.338698396
1982,226,4.683823529,1005.237295,94.22696078,0.394081191
1983,226,5.916666667,962.1409096,94.98235294,0.453030054
1984,226,5.465196078,1000.927779,96.26715686,0.395696443
1985,226,4.356862745,1066.414279,77.6495098,0.570109208
1986,226,4.171078431,942.036123,85.96078431,0.376283843
1987,226,5.042156863,1029.240994,83.26029412,0.446293846
1988,226,5.051470588,1013.551679,88.35392157,0.454568404
1989,226,4.430882353,1132.650468,86.83235294,0.381583581
1990,226,5.816176471,997.0315027,114.9318627,0.441002531
1991,226,5.285294118,1048.929385,96.45392157,0.436936235
1992,226,4.439215686,1032.125717,85.53480392,0.498042533
1993,226,4.453921569,1057.548165,99.52892157,0.415335132
1994,226,5.027941176,1108.848364,94.67401961,0.514513356
1995,226,5.109313725,1046.211414,90.73529412,0.369178119
1996,226,5.525490196,963.3578658,102.6112745,0.389475223
1997,226,4.492647059,1024.064102,80.65245098,0.356997966
1998,226,6.404411765,945.3459389,99.82892157,0.347171156
1999,226,7.209313725,989.7293307,95.47107843,0.53483282
2000,226,5.68872549,955.3017063,96.09411765,0.361278745
2001,226,6.219607843,1026.778072,63.31372549,0.38463347
2002,226,5.326470588,995.2198199,91.71078431,0.370556679
2003,226,5.052941176,1140.440622,86.5245098,0.399464048
2004,226,4.446078431,1055.923272,78.65931373,0.405281812
2005,226,5.448529412,996.94618,103.3598039,0.452537162
2006,226,6.760784314,901.1898029,93.74411765,0.529515428
2007,226,5.015686275,1042.03613,82.79607843,0.393372691
2008,226,5.512745098,982.8757083,104.070098,0.377559618
2009,226,5.294117647,1006.017202,101.4259804,0.399120456
2010,226,6.938235294,891.5682866,98.40539216,0.519238081
1900,227,5.902777778,819.4977223,123.5402778,0.359092581
1901,227,6.438194444,904.042597,107.0097222,0.407381466
1902,227,6.220833333,781.0324432,100.7618056,0.382371409
1903,227,5.09375,839.0395391,104.5201389,0.456481919
1904,227,4.204861111,1041.204646,96.51527778,0.370332666
1905,227,4.490277778,930.7773337,92.57152778,0.441928738
1906,227,5.79375,847.6830734,133.3840278,0.419262218
1907,227,4.624305556,878.1023214,105.5118056,0.314315215
1908,227,5.479861111,881.7147593,113.5215278,0.302352283
1909,227,5.835416667,858.8727983,102.7555556,0.325510876
1910,227,6.226388889,811.1146238,117.7576389,0.358842082
1911,227,5.035416667,944.0749282,88.43611111,0.513327477
1912,227,4.94375,884.0349435,103.1548611,0.331973417
1913,227,5.918055556,842.7385961,108.74375,0.35788912
1914,227,4.370138889,910.0923801,84.00277778,0.223329658
1915,227,5.911111111,766.7426237,99.35,0.383396048
1916,227,4.915972222,889.5192422,93.31527778,0.330231968
1917,227,4.563194444,966.2506763,109.9708333,0.355962128
1918,227,4.161111111,959.6697265,102.0381944,0.3657131
1919,227,5.115972222,822.9162612,103.7743056,0.32875569
1920,227,4.913888889,965.8839196,94.85902778,0.426413299
1921,227,5.1125,915.6177392,93.57430556,0.515199828
1922,227,4.565277778,971.7098434,108.5465278,0.375661345
1923,227,4.029166667,972.1044514,113.4229167,0.362033693
1924,227,5.1,940.5584776,98.475,0.409701152
1925,227,4.832638889,900.5764854,101.4743056,0.44989673
1926,227,4.415277778,908.0437008,116.3027778,0.336372299
1927,227,5.975694444,857.9028514,127.6229167,0.357900166
1928,227,5.585416667,884.9452956,111.8069444,0.301025516
1929,227,5.172916667,905.9951493,110.8381944,0.351595583
1930,227,6.111111111,939.6126783,99.81875,0.412222022
1931,227,6.550694444,852.6556243,107.1729167,0.360510526
1932,227,5.704861111,885.7840974,105.5145833,0.393739069
1933,227,5.370138889,871.2425007,123.3604167,0.4434538
1934,227,4.886111111,1011.460881,107.1215278,0.464871054
1935,227,4.988888889,952.4113965,109.0069444,0.411476569
1936,227,5.609027778,837.5112811,128.0444444,0.305416789
1937,227,6.370833333,918.470467,110.5055556,0.494717791
1938,227,5.616666667,968.5579101,107.425,0.279376916
1939,227,4.881944444,942.5228252,96.48472222,0.447999576
1940,227,4.791666667,905.802438,107.5194444,0.39996729
1941,227,4.614583333,844.3115912,108.9048611,0.320040047
1942,227,5.538888889,946.2947945,104.2430556,0.501030159
1943,227,4.604166667,940.9262212,111.9152778,0.34028942
1944,227,5.368055556,937.2803253,100.6506944,0.49913319
1945,227,5.703472222,873.4617513,119.5625,0.447442638
1946,227,5.436111111,888.6712881,88.59861111,0.383776639
1947,227,5.835416667,905.9339796,102.8861111,0.46092271
1948,227,4.665277778,933.8915977,110.8430556,0.317975009
1949,227,6.194444444,843.6776924,106.7180556,0.400509889
1950,227,5.202777778,885.0167595,88.47013889,0.422448968
1951,227,6.779861111,791.7586502,107.3152778,0.414925775
1952,227,6.317361111,857.277584,100.8256944,0.480932907
1953,227,6.742361111,756.7869267,111.4083333,0.376660969
1954,227,6.220138889,779.862816,110.8215278,0.449277296
1955,227,5.507638889,849.6762345,100.6743056,0.223022915
1956,227,5.352083333,796.792788,115.7513889,0.475477342
1957,227,5.475694444,886.1153891,98.21111111,0.507435101
1958,227,5.681944444,833.3307347,119.4006944,0.383152311
1959,227,5.080555556,940.6115634,112.9138889,0.450731392
1960,227,6.107638889,852.2100484,88.49513889,0.399201295
1961,227,5.351388889,999.9758676,102.3736111,0.41389308
1962,227,4.661805556,866.6678947,117.2048611,0.411035606
1963,227,4.859722222,904.3509903,106.3208333,0.396735807
1964,227,4.722916667,820.7987747,123.0645833,0.318918951
1965,227,4.50625,890.1985273,85.94652778,0.46004852
1966,227,6.052083333,802.3621546,89.55486111,0.487179039
1967,227,5.176388889,988.8834524,124.4326389,0.391092695
1968,227,5.286805556,906.9976474,112.6076389,0.539060248
1969,227,6.426388889,765.7999388,118.0625,0.611102552
1970,227,5.283333333,963.3262344,110.1451389,0.389993697
1971,227,5.643055556,912.4673822,125.6125,0.528488548
1972,227,4.490277778,952.118005,133.8118056,0.330963613
1973,227,5.745138889,879.8868309,108.7472222,0.316026979
1974,227,4.780555556,881.615601,109.8909722,0.272105359
1975,227,5.218055556,956.0351382,103.4284722,0.607419697
1976,227,5.780555556,897.9802196,115.2083333,0.439972381
1977,227,5.527777778,862.3037128,118.55625,0.345999038
1978,227,4.747222222,901.7163596,97.86527778,0.573222821
1979,227,6.2,864.1366282,137.5868056,0.386779611
1980,227,4.65625,896.5126095,111.66875,0.411687013
1981,227,6.285416667,802.6683185,126.3576389,0.364435604
1982,227,5.159027778,878.3664425,114.3444444,0.381484335
1983,227,6.484027778,824.8997155,140.9506944,0.337646022
1984,227,6.120138889,874.6897788,112.475,0.388069364
1985,227,4.507638889,955.4962096,110.3979167,0.474189766
1986,227,4.729166667,830.7094106,106.5631944,0.314763599
1987,227,5.057638889,906.1652367,108.1201389,0.494976036
1988,227,5.236805556,877.1899272,136.2215278,0.395530434
1989,227,4.738888889,998.9181975,108.88125,0.372613411
1990,227,5.824305556,923.7968217,135.3319444,0.502969092
1991,227,5.555555556,894.7372152,107.9652778,0.481989028
1992,227,4.61875,910.3793069,101.5354167,0.428253526
1993,227,4.786805556,921.5077968,120.3333333,0.419286076
1994,227,5.413888889,980.9946575,112.2673611,0.438872378
1995,227,5.568055556,876.5388233,102.8472222,0.346002914
1996,227,5.816666667,827.6764701,131.5347222,0.515481051
1997,227,4.889583333,892.9731559,103.5673611,0.430054386
1998,227,6.672916667,824.3252335,123.8631944,0.277779244
1999,227,7.48125,870.1007262,117.79375,0.406173727
2000,227,6.231944444,818.1319019,119.1513889,0.475153171
2001,227,6.228472222,903.4733862,72.75069444,0.38604463
2002,227,5.313194444,881.2438024,119.5104167,0.385162704
2003,227,5.311805556,1021.768819,112.9256944,0.292557812
2004,227,4.131944444,845.7989897,94.87847222,0.425182792
2005,227,6.30625,905.5285883,109.3701389,0.475287695
2006,227,7.299305556,808.4676869,103.15,0.478543697
2007,227,5.445138889,882.7520642,103.0284722,0.431865565
2008,227,6.653472222,831.6764496,128,0.355075317
2009,227,6.148611111,861.2044263,115.3770833,0.3308252
2010,227,7.171527778,791.8819928,111.8493056,0.462050954
1900,229,7.797916667,482.0388291,197.3463542,0.649904411
1901,229,7.107291667,492.5787971,186.7510417,0.689004592
1902,229,7.333333333,505.2074465,193.9625,0.71500897
1903,229,6.738020833,523.9554005,177.1364583,0.682600735
1904,229,7.33125,539.557568,204.684375,0.827265181
1905,229,7.575520833,507.7824567,169.1104167,0.629676641
1906,229,7.828125,534.1839712,181.921875,0.676376868
1907,229,7.346875,609.4966341,170.6307292,0.718296707
1908,229,7.13125,519.0262352,199.2885417,0.741908773
1909,229,6.1046875,568.9794464,182.8192708,0.75434993
1910,229,6.691145833,513.7516208,188.1677083,0.74307125
1911,229,6.418229167,567.2609234,153.7125,0.731315442
1912,229,7.2890625,515.7561328,179.6614583,0.704935718
1913,229,6.586458333,561.0724004,170.6104167,0.650552389
1914,229,7.58125,506.002751,187.6802083,0.805587127
1915,229,8.053125,547.1496905,167.3192708,0.777158222
1916,229,6.019270833,632.0282075,164.2807292,0.66654024
1917,229,6.781770833,556.1758138,159.6609375,0.708494594
1918,229,7.366145833,535.9349842,183.1552083,0.745237079
1919,229,6.595833333,520.8454104,167.9947917,0.733708063
1920,229,6.885416667,522.4435342,186.6796875,0.669437429
1921,229,6.6359375,513.9024674,189.8072917,0.624256881
1922,229,6.5328125,617.4861724,136.7552083,0.787585909
1923,229,7.535416667,577.628926,155.5510417,0.939308235
1924,229,7.380208333,538.1815562,172.3338542,0.769985463
1925,229,7.947916667,495.4039865,155.0369792,0.836666536
1926,229,8.370833333,477.8862938,167.25625,0.741687247
1927,229,6.873958333,575.6720916,174.6708333,0.627871673
1928,229,7.609375,510.3104596,163.4890625,0.707661237
1929,229,6.769791667,583.7213087,118.1473958,0.738777954
1930,229,6.975,574.5355661,141.209375,0.71277152
1931,229,7.7171875,504.678726,188.425,0.652869491
1932,229,7.142708333,539.6426133,178.6432292,0.676930741
1933,229,6.735416667,536.7343686,186.4302083,0.730926383
1934,229,8.327083333,468.0286479,183.9682292,0.725997731
1935,229,7.188541667,525.204516,171.8697917,0.971911088
1936,229,7.502083333,593.0048538,145.9333333,0.669167535
1937,229,7.132291667,604.394912,177.9697917,0.648094421
1938,229,7.776041667,554.5261229,139.196875,0.802247184
1939,229,8.019791667,483.2484296,188.6411458,0.869248288
1940,229,8.589583333,517.1536527,177.8875,0.677766242
1941,229,8.539583333,481.0451342,176.540625,0.601571002
1942,229,7.840625,567.7269272,145.1625,0.70348968
1943,229,7.226041667,553.8708092,138.2041667,0.586450898
1944,229,7.879166667,534.3327637,146.9369792,0.795219697
1945,229,7.291666667,521.0574595,184.3885417,0.695178813
1946,229,6.961979167,532.7249596,177.1984375,0.634253598
1947,229,7.614583333,531.1211455,181.3510417,0.795783385
1948,229,6.670833333,583.2469979,188.6270833,0.662888016
1949,229,6.745833333,596.0923484,157.2557292,0.809321431
1950,229,6.279166667,661.3235623,204.4348958,0.701916986
1951,229,7.031770833,615.8895652,162.1942708,0.82410367
1952,229,7.2625,548.768288,164.4208333,0.832914157
1953,229,7.702604167,479.2835872,203.1520833,0.819568696
1954,229,6.778645833,507.9411387,196.665625,0.792148183
1955,229,5.9796875,543.9750662,161.7494792,0.692120324
1956,229,6.8703125,575.9032013,175.9072917,0.758001945
1957,229,7.220833333,582.2542137,159.6697917,0.691166578
1958,229,8.7203125,574.6059874,191.9942708,0.774635923
1959,229,7.180208333,521.9942063,171.4380208,0.583984873
1960,229,7.2625,518.3252564,180.6260417,0.61541763
1961,229,7.805208333,570.9299036,208.3197917,0.778721947
1962,229,7.420833333,480.1249065,189.4432292,0.749204366
1963,229,7.853645833,529.3023236,189.7104167,0.787212346
1964,229,6.632291667,517.2124512,176.0901042,0.653062325
1965,229,7.320833333,547.7496218,164.73125,0.868241308
1966,229,7.345833333,493.414533,193.9432292,0.83705793
1967,229,7.884895833,598.7522514,194.1989583,0.897019623
1968,229,7.180729167,547.1552089,223.5203125,0.715402583
1969,229,7.006770833,609.5460158,168.9583333,0.607322035
1970,229,7.115625,509.7932392,145.0104167,0.750843936
1971,229,6.5953125,578.9737989,189.2604167,0.693666924
1972,229,6.6171875,594.9302357,179.9395833,0.729029709
1973,229,6.901041667,509.6688332,182.4208333,0.847175023
1974,229,7.164583333,523.6878869,202.0072917,0.772702959
1975,229,6.457291667,563.3716606,197.9197917,0.91038449
1976,229,6.89375,472.8938288,157.8802083,0.610166251
1977,229,7.036458333,547.9000619,162.6645833,0.661028877
1978,229,7.323958333,570.1294808,142.1645833,0.551119071
1979,229,7.547395833,576.8303685,163.4197917,0.883667645
1980,229,7.344270833,510.0654201,178.4854167,0.748884554
1981,229,7.690625,477.4570473,192.2510417,0.564771043
1982,229,6.818229167,574.0620604,176.5708333,0.801529379
1983,229,7.580729167,503.0547157,206.2390625,0.789931361
1984,229,6.794270833,498.5373199,197.7010417,0.638455009
1985,229,6.547395833,615.8450074,114.765625,0.868709915
1986,229,7.685416667,506.0750997,189.6010417,0.756987159
1987,229,8.166666667,497.7898898,170.45,0.770597414
1988,229,7.5578125,484.7149969,174.2296875,0.631815812
1989,229,7.453125,561.9029452,147.0005208,0.693971149
1990,229,7.546875,612.023898,199.4234375,0.848477706
1991,229,7.627604167,508.2842209,175.1703125,0.78459078
1992,229,8.428645833,523.5858506,170.4447917,0.934989432
1993,229,7.539583333,570.3250187,148.6520833,0.737851454
1994,229,7.8921875,542.2316255,189.2447917,0.7483372
1995,229,8.194791667,513.8233756,207.3427083,0.821659089
1996,229,6.989583333,559.680673,182.821875,0.683995913
1997,229,8.030729167,528.3477316,233.7651042,0.506689698
1998,229,8.418229167,558.2146535,196.9921875,0.965345008
1999,229,7.207291667,490.2753602,212.4078125,0.833813919
2000,229,7.340104167,526.6132988,142.6932292,0.504311547
2001,229,7.415104167,484.1717571,133.93125,0.721694675
2002,229,7.921875,526.262697,137.9328125,0.825384043
2003,229,7.986458333,569.4324647,182.4546875,0.806880723
2004,229,8.7265625,539.2835546,167.371875,0.656082097
2005,229,8.058333333,516.127103,182.0375,0.577156418
2006,229,7.813020833,525.0522172,180.0020833,0.898339249
2007,229,7.305729167,523.0525097,189.0203125,0.60948978
2008,229,6.847916667,530.7918807,143.046875,0.68109996
2009,229,7.253645833,597.4220793,152.1322917,0.853139372
2010,229,7.819791667,463.7985751,185.5572917,0.713947866
1900,230,4.919252874,624.0055187,102.7767241,0.53070375
1901,230,5.078448276,683.8453397,84.40948276,0.733343034
1902,230,4.296264368,702.047101,91.92097701,0.622901047
1903,230,3.862068966,746.8538326,93.71609195,0.645556822
1904,230,4.926724138,726.3875715,86.97643678,0.718768348
1905,230,4.824425287,742.5767187,84.20114943,0.585671325
1906,230,5.461781609,742.2925665,93.63678161,0.724698122
1907,230,4.449712644,822.8005123,82.85143678,0.703195186
1908,230,4.787643678,703.1604328,85.25373563,0.678899883
1909,230,3.238218391,812.9880567,90.67155172,0.788616993
1910,230,4.20545977,708.1750638,94.62758621,0.65902474
1911,230,3.131034483,815.0403486,80.22557471,0.806780198
1912,230,4.158333333,720.7056031,87.26293103,0.629201737
1913,230,3.327873563,801.603599,92.89281609,0.608617177
1914,230,4.490804598,730.641078,89.59396552,0.807071596
1915,230,5.144252874,735.1193359,85.95114943,0.763018614
1916,230,2.352011494,930.8747041,82.99971264,0.693273992
1917,230,3.689655172,802.4271794,91.52471264,0.82386468
1918,230,4.677586207,764.3517816,98.81522989,0.728300125
1919,230,3.450574713,760.5259786,90.65086207,0.716231076
1920,230,4.204885057,712.6854179,100.8241379,0.600749374
1921,230,3.895689655,732.0686959,108.1557471,0.601658324
1922,230,3.398275862,893.2641088,77.38218391,0.665115886
1923,230,4.809195402,778.7218107,87.05632184,0.818188811
1924,230,4.43362069,802.0441916,94.11982759,0.754901215
1925,230,5.452873563,686.1785163,80.27672414,0.780397196
1926,230,5.640229885,682.882922,77.18218391,0.626727374
1927,230,3.841091954,842.6709823,92.76609195,0.580990679
1928,230,5.106034483,728.9215825,72.73103448,0.728139107
1929,230,3.752011494,868.6587449,60.7566092,0.753980912
1930,230,4.180747126,849.1365253,73.76293103,0.647476161
1931,230,5.138793103,697.9965993,96.63477011,0.62120415
1932,230,4.36954023,764.1117888,106.9439655,0.679419129
1933,230,4.112931034,731.3920422,108.6468391,0.818363631
1934,230,5.91091954,649.1906639,98.11551724,0.693064528
1935,230,4.238505747,720.3444777,89.61436782,1.023697413
1936,230,4.370114943,873.7719748,86.17557471,0.71691778
1937,230,3.876724138,893.7386577,100.7097701,0.682886449
1938,230,5.08045977,779.6785722,79.01034483,0.780300487
1939,230,5.565517241,658.6961366,98.60057471,0.839042049
1940,230,5.928448276,739.006832,84.13132184,0.651604219
1941,230,6.040517241,665.586664,96.95517241,0.622411972
1942,230,5.193390805,757.1536043,77.09741379,0.747720234
1943,230,4.16954023,793.3369323,73.82758621,0.583758232
1944,230,4.982183908,752.4993836,76.71091954,0.564829669
1945,230,4.672988506,724.624035,95.7137931,0.634505236
1946,230,4.447413793,739.5467287,89.04137931,0.672411944
1947,230,4.929310345,721.1588138,97.19425287,0.714357148
1948,230,3.641091954,786.3583826,102.1511494,0.57560832
1949,230,3.642528736,841.7468793,91.56293103,0.825374412
1950,230,3.029597701,965.7809538,108.3390805,0.650698114
1951,230,3.614367816,862.2074199,92.96350575,0.796574697
1952,230,4.413793103,769.3363148,65.43965517,0.725950714
1953,230,5.012931034,616.2173946,108.7982759,0.857469812
1954,230,3.376724138,689.4367372,106.5652299,0.711492241
1955,230,2.336781609,801.658857,96.71666667,0.692849492
1956,230,3.60316092,819.6577013,100.1181034,0.700574438
1957,230,3.814655172,839.7752355,75.80603448,0.668608382
1958,230,5.889367816,765.243225,91.20172414,0.74913561
1959,230,3.876724138,708.8551571,101.1224138,0.557592597
1960,230,4.276436782,751.9692671,85.49655172,0.557411954
1961,230,4.982471264,769.8771404,107.9764368,0.679876951
1962,230,4.583908046,656.9359871,93.78189655,0.673405268
1963,230,4.980172414,734.5220022,94.36896552,0.728878894
1964,230,3.618965517,721.717912,99.11350575,0.616209501
1965,230,4.510632184,746.9863979,91.34482759,0.766095778
1966,230,4.442528736,691.1746502,101.6502874,0.69893052
1967,230,5.369827586,770.0915162,100.2028736,0.878954563
1968,230,4.159482759,735.3140703,112.6612069,0.584456396
1969,230,4.03362069,881.404913,83.81494253,0.604345737
1970,230,4.096551724,782.6273291,76.00517241,0.792425138
1971,230,3.702298851,816.2341899,107.033046,0.754710552
1972,230,3.38045977,819.4702811,108.291954,0.670899902
1973,230,4.264367816,731.1698669,85.45287356,0.821098002
1974,230,4.899425287,700.5284702,103.7600575,0.820744051
1975,230,3.645977011,796.6783224,102.9227011,0.797152836
1976,230,4.318390805,639.1391579,84.77183908,0.678475668
1977,230,4.274712644,779.7659242,85.10488506,0.670564074
1978,230,4.109482759,801.7235906,75.84770115,0.481972447
1979,230,4.29683908,851.6977613,83.70977011,0.899908564
1980,230,4.224137931,735.0184321,101.6393678,0.692576294
1981,230,4.934770115,661.7998752,102.3344828,0.602698713
1982,230,3.738505747,790.2559779,96.0341954,0.673557215
1983,230,4.610632184,717.5517459,103.8704023,0.617387704
1984,230,3.792528736,716.3166826,109.1347701,0.613083371
1985,230,3.223275862,878.6850067,69.42011494,0.898197589
1986,230,4.742241379,714.4234542,100.6014368,0.688790358
1987,230,5.569827586,698.9775943,82.60517241,0.725387649
1988,230,4.806609195,705.5994458,99.12126437,0.492295965
1989,230,4.48591954,767.1395676,97.09109195,0.699380534
1990,230,4.607183908,815.7144714,126.1066092,0.82747958
1991,230,4.668390805,719.889707,99.06695402,0.674967635
1992,230,5.59454023,728.9541439,93.08850575,0.735880971
1993,230,4.237068966,803.6980529,83.05775862,0.644552563
1994,230,5.282183908,757.303245,97.91465517,0.649187997
1995,230,5.025574713,729.6285435,105.7712644,0.786586634
1996,230,3.422701149,835.6610605,99.63017241,0.626569296
1997,230,4.848563218,715.7854128,114.7890805,0.499585305
1998,230,5.775862069,777.7716778,94.82068966,0.829687233
1999,230,4.684195402,639.0080087,108.6224138,0.660561781
2000,230,4.265517241,726.9167171,80.375,0.424414104
2001,230,4.647413793,699.5356112,74.51695402,0.604728657
2002,230,4.43362069,757.3345928,83.24051724,0.630708092
2003,230,4.799712644,817.2625132,95.93821839,0.763562608
2004,230,5.237931034,774.4098107,94.85373563,0.560786274
2005,230,4.625862069,744.5881223,96.28390805,0.537122907
2006,230,5.072988506,736.1066427,108.0031609,0.758931318
2007,230,4.04137931,734.1361503,114.1968391,0.574710545
2008,230,3.615229885,753.2907458,89.58189655,0.622626922
2009,230,4.108908046,830.0431345,98.21609195,0.805847145
2010,230,4.539942529,671.0635059,96.24913793,0.604647051
1900,231,3.02578125,735.9966563,63.365625,0.337165364
1901,231,2.998177083,809.5048454,51.80494792,0.48524782
1902,231,2.630208333,756.3649614,69.80390625,0.41571584
1903,231,1.81015625,828.6708097,62.54140625,0.499430533
1904,231,3.0984375,805.9681645,54.58984375,0.570464264
1905,231,2.878125,826.8506457,52.78046875,0.462178626
1906,231,3.56953125,819.5442477,59.97682292,0.572925204
1907,231,1.86796875,925.1210932,67.08776042,0.451987883
1908,231,2.876302083,826.6224665,58.34869792,0.349030969
1909,231,1.749479167,933.9928377,62.55208333,0.564659158
1910,231,2.763541667,814.260129,57.6953125,0.456763101
1911,231,1.2,920.7244696,59.25416667,0.632365553
1912,231,2.23046875,824.7970343,58.90755208,0.488135701
1913,231,1.412760417,912.336914,58.06119792,0.525801948
